"","gene_name","gene_type","total","known","ISM.pre","ISM.suffix","NIC","NNC"
"2248","AC091271.1","lncRNA",1,1,0,0,0,0
"2249","AC091286.1","processed_pseudogene",1,1,0,0,0,0
"2250","AC091304.2","unprocessed_pseudogene",1,0,0,0,0,1
"2251","AC091305.1","TEC",2,1,0,0,0,0
"2252","AC091320.2","miRNA",1,1,0,0,0,0
"2253","AC091488.1","lncRNA",1,1,0,0,0,0
"2254","AC091516.1","processed_pseudogene",1,1,0,0,0,0
"2255","AC091544.2","lncRNA",1,1,0,0,0,0
"2256","AC091544.4","lncRNA",2,2,0,0,0,0
"2257","AC091564.1","processed_pseudogene",1,1,0,0,0,0
"2258","AC091564.7","lncRNA",1,0,1,1,0,0
"2259","AC091646.1","lncRNA",2,2,0,0,0,0
"2260","AC091675.1","processed_pseudogene",1,1,0,0,0,0
"2261","AC091729.3","lncRNA",7,5,0,0,2,0
"2262","AC091736.1","lncRNA",1,1,0,0,0,0
"2263","AC091799.1","processed_pseudogene",1,1,0,0,0,0
"2264","AC091825.3","TEC",1,1,0,0,0,0
"2265","AC091826.3","lncRNA",1,1,0,0,0,0
"2266","AC091849.2","lncRNA",1,1,0,0,0,0
"2267","AC091885.1","processed_pseudogene",1,1,0,0,0,0
"2268","AC091925.2","TEC",1,1,0,0,0,0
"2269","AC091938.1","lncRNA",2,2,0,0,0,0
"2270","AC091946.2","lncRNA",1,1,0,0,0,0
"2271","AC091959.1","processed_pseudogene",1,1,0,0,0,0
"2272","AC091959.3","protein_coding",2,0,2,0,0,0
"2273","AC091965.1","lncRNA",1,1,0,0,0,0
"2274","AC091965.2","unprocessed_pseudogene",1,1,0,0,0,0
"2275","AC091965.4","lncRNA",1,1,0,0,0,0
"2276","AC091965.5","TEC",1,1,0,0,0,0
"2277","AC091978.1","lncRNA",2,1,1,0,0,0
"2278","AC091982.3","lncRNA",1,1,0,0,0,0
"2279","AC092038.2","miRNA",1,1,0,0,0,0
"2280","AC092042.2","unprocessed_pseudogene",1,1,0,0,0,0
"2281","AC092042.3","protein_coding",7,1,2,0,3,1
"2282","AC092045.1","processed_pseudogene",1,1,0,0,0,0
"2283","AC092053.5","lncRNA",1,1,0,0,0,0
"2284","AC092068.3","lncRNA",1,1,0,0,0,0
"2285","AC092070.2","transcribed_unprocessed_pseudogene",1,1,0,0,0,0
"2286","AC092106.2","processed_pseudogene",1,1,0,0,0,0
"2287","AC092111.1","lncRNA",1,1,0,0,0,0
"2288","AC092111.1","miRNA",1,1,0,0,0,0
"2289","AC092111.2","lncRNA",1,1,0,0,0,0
"2290","AC092117.1","lncRNA",1,1,0,0,0,0
"2291","AC092117.2","miRNA",1,1,0,0,0,0
"2292","AC092117.2","TEC",1,1,0,0,0,0
"2293","AC092118.2","lncRNA",1,1,0,0,0,0
"2294","AC092119.2","lncRNA",3,1,0,0,1,1
"2295","AC092119.3","lncRNA",1,1,0,0,0,0
"2296","AC092120.2","processed_pseudogene",1,1,0,0,0,0
"2297","AC092125.1","lncRNA",1,1,0,0,0,0
"2298","AC092128.1","translated_processed_pseudogene",1,1,0,0,0,0
"2299","AC092131.1","lncRNA",1,1,0,0,0,0
"2300","AC092134.2","TEC",1,1,0,0,0,0
"2301","AC092135.1","TEC",1,1,0,0,0,0
"2302","AC092135.2","TEC",1,1,0,0,0,0
"2303","AC092135.3","TEC",1,1,0,0,0,0
"2304","AC092139.1","lncRNA",1,1,0,0,0,0
"2305","AC092139.2","TEC",1,1,0,0,0,0
"2306","AC092139.3","TEC",1,1,0,0,0,0
"2307","AC092140.2","lncRNA",1,1,0,0,0,0
"2308","AC092143.1","protein_coding",4,0,0,3,0,1
"2309","AC092162.3","TEC",1,1,0,0,0,0
"2310","AC092164.1","lncRNA",1,1,0,0,0,0
"2311","AC092171.3","lncRNA",1,1,0,0,0,0
"2312","AC092171.4","lncRNA",1,1,0,0,0,0
"2313","AC092171.5","lncRNA",1,1,0,0,0,0
"2314","AC092183.1","processed_pseudogene",1,1,0,0,0,0
"2315","AC092198.1","lncRNA",1,1,0,0,0,0
"2316","AC092279.1","protein_coding",21,6,3,1,10,1
"2317","AC092279.2","lncRNA",15,11,0,2,1,1
"2318","AC092279.3","TEC",1,1,0,0,0,0
"2319","AC092295.2","lncRNA",1,1,0,0,0,0
"2320","AC092296.2","lncRNA",2,2,0,0,0,0
"2321","AC092296.3","processed_pseudogene",1,1,0,0,0,0
"2322","AC092299.1","processed_pseudogene",1,1,0,0,0,0
"2323","AC092329.1","lncRNA",1,1,0,0,0,0
"2324","AC092329.3","protein_coding",5,1,0,0,3,0
"2325","AC092329.4","lncRNA",10,9,1,0,0,0
"2326","AC092332.1","lncRNA",1,1,0,0,0,0
"2327","AC092338.2","lncRNA",1,1,0,0,0,0
"2328","AC092343.1","lncRNA",2,0,0,1,0,1
"2329","AC092349.1","processed_pseudogene",1,1,0,0,0,0
"2330","AC092354.2","lncRNA",1,1,0,0,0,0
"2331","AC092364.2","transcribed_processed_pseudogene",1,1,0,0,0,0
"2332","AC092368.3","lncRNA",1,1,0,0,0,0
"2333","AC092375.2","lncRNA",1,1,0,0,0,0
"2334","AC092376.2","lncRNA",1,1,0,0,0,0
"2335","AC092384.1","lncRNA",1,0,0,0,0,0
"2336","AC092384.3","lncRNA",1,1,0,0,0,0
"2337","AC092418.3","lncRNA",1,1,0,0,0,0
"2338","AC092427.1","transcribed_processed_pseudogene",2,2,0,0,0,0
"2339","AC092431.2","processed_pseudogene",1,1,0,0,0,0
"2340","AC092437.1","TEC",1,1,0,0,0,0
"2341","AC092490.1","lncRNA",1,1,0,0,0,0
"2342","AC092506.1","transcribed_processed_pseudogene",2,2,0,0,0,0
"2343","AC092535.5","lncRNA",1,1,0,0,0,0
"2344","AC092574.1","lncRNA",1,1,0,0,0,0
"2345","AC092580.4","lncRNA",1,1,0,0,0,0
"2346","AC092587.1","protein_coding",3,0,1,2,1,0
"2347","AC092608.2","TEC",1,1,0,0,0,0
"2348","AC092608.3","TEC",1,1,0,0,0,0
"2349","AC092612.1","processed_pseudogene",1,1,0,0,0,0
"2350","AC092634.3","transcribed_processed_pseudogene",1,1,0,0,0,0
"2351","AC092645.1","TEC",1,1,0,0,0,0
"2352","AC092645.2","lncRNA",1,1,0,0,0,0
"2353","AC092647.5","protein_coding",3,1,1,0,1,0
"2354","AC092650.1","lncRNA",1,1,0,0,0,0
"2355","AC092652.1","lncRNA",2,2,0,0,0,0
"2356","AC092653.1","lncRNA",1,1,0,0,0,0
"2357","AC092653.2","TEC",1,1,0,0,0,0
"2358","AC092658.1","processed_pseudogene",1,1,0,0,0,0
"2359","AC092675.1","lncRNA",2,2,0,0,0,0
"2360","AC092675.2","lncRNA",1,1,0,0,0,0
"2361","AC092681.3","lncRNA",1,1,0,0,0,0
"2362","AC092691.2","processed_pseudogene",1,1,0,0,0,0
"2363","AC092692.1","TEC",1,1,0,0,0,0
"2364","AC092718.2","lncRNA",1,1,0,0,0,0
"2365","AC092718.3","protein_coding",3,2,0,0,1,0
"2366","AC092718.4","lncRNA",1,1,0,0,0,0
"2367","AC092718.8","protein_coding",3,1,1,0,0,0
"2368","AC092720.2","lncRNA",1,1,0,0,0,0
"2369","AC092720.3","lncRNA",1,1,0,0,0,0
"2370","AC092745.1","miRNA",1,1,0,0,0,0
"2371","AC092745.2","transcribed_processed_pseudogene",1,1,0,0,0,0
"2372","AC092745.3","processed_pseudogene",1,1,0,0,0,0
"2373","AC092745.4","lncRNA",1,1,0,0,0,0
"2374","AC092747.4","lncRNA",1,1,0,0,0,0
"2375","AC092757.1","miRNA",1,1,0,0,0,0
"2376","AC092757.3","lncRNA",1,1,0,0,0,0
"2377","AC092794.1","lncRNA",1,1,0,0,0,0
"2378","AC092802.5","lncRNA",1,1,0,0,0,0
"2379","AC092805.1","lncRNA",1,1,0,0,0,0
"2380","AC092809.5","lncRNA",2,0,1,0,1,0
"2381","AC092810.4","lncRNA",2,1,0,0,0,1
"2382","AC092819.3","lncRNA",1,1,0,0,0,0
"2383","AC092821.4","lncRNA",6,0,1,2,3,0
"2384","AC092835.1","protein_coding",4,2,1,0,1,0
"2385","AC092841.1","miRNA",1,1,0,0,0,0
"2386","AC092850.2","lncRNA",1,1,0,0,0,0
"2387","AC092865.1","miRNA",1,1,0,0,0,0
"2388","AC092865.1","processed_pseudogene",1,1,0,0,0,0
"2389","AC092865.3","transcribed_unprocessed_pseudogene",1,1,0,0,0,0
"2390","AC092881.1","TEC",1,1,0,0,0,0
"2391","AC092902.1","miRNA",1,1,0,0,0,0
"2392","AC092902.1","processed_pseudogene",1,1,0,0,0,0
"2393","AC092902.5","transcribed_unprocessed_pseudogene",1,1,0,0,0,0
"2394","AC092910.2","processed_pseudogene",1,1,0,0,0,0
"2395","AC092910.3","lncRNA",1,1,0,0,0,0
"2396","AC092919.3","TEC",1,1,0,0,0,0
"2397","AC092943.1","processed_pseudogene",1,1,0,0,0,0
"2398","AC092944.1","lncRNA",2,2,0,0,0,0
"2399","AC092953.2","lncRNA",1,1,0,0,0,0
"2400","AC092954.1","lncRNA",1,1,0,0,0,0
"2401","AC092954.2","lncRNA",1,1,0,0,0,0
"2402","AC092958.1","lncRNA",2,2,0,0,0,0
"2403","AC092967.1","processed_pseudogene",1,1,0,0,0,0
"2404","AC092969.1","lncRNA",1,1,0,0,0,0
"2405","AC092999.1","TEC",1,1,0,0,0,0
"2406","AC093010.3","lncRNA",1,1,0,0,0,0
"2407","AC093012.1","protein_coding",8,5,1,0,0,2
"2408","AC093028.1","TEC",1,1,0,0,0,0
"2409","AC093107.1","processed_pseudogene",1,1,0,0,0,0
"2410","AC093110.1","lncRNA",1,0,0,0,0,0
"2411","AC093117.1","lncRNA",1,1,0,0,0,0
"2412","AC093156.1","processed_pseudogene",1,1,0,0,0,0
"2413","AC093157.1","lncRNA",13,10,0,1,2,0
"2414","AC093157.1","protein_coding",1,1,0,0,0,0
"2415","AC093166.4","processed_pseudogene",1,1,0,0,0,0
"2416","AC093227.1","lncRNA",1,0,0,0,0,1
"2417","AC093227.2","protein_coding",2,0,1,0,1,0
"2418","AC093240.1","lncRNA",1,1,0,0,0,0
"2419","AC093249.2","lncRNA",1,1,0,0,0,0
"2420","AC093249.6","lncRNA",1,1,0,0,0,0
"2421","AC093278.1","processed_pseudogene",1,1,0,0,0,0
"2422","AC093278.2","lncRNA",1,1,0,0,0,0
"2423","AC093297.2","lncRNA",1,1,0,0,0,0
"2424","AC093303.1","processed_pseudogene",1,1,0,0,0,0
"2425","AC093311.1","miRNA",1,1,0,0,0,0
"2426","AC093311.1","processed_pseudogene",1,1,0,0,0,0
"2427","AC093323.1","protein_coding",3,3,0,0,0,0
"2428","AC093323.3","TEC",1,1,0,0,0,0
"2429","AC093325.1","processed_pseudogene",1,1,0,0,0,0
"2430","AC093330.2","TEC",1,1,0,0,0,0
"2431","AC093367.1","processed_pseudogene",1,1,0,0,0,0
"2432","AC093388.1","lncRNA",1,1,0,0,0,0
"2433","AC093423.1","processed_pseudogene",1,1,0,0,0,0
"2434","AC093424.1","lncRNA",1,1,0,0,0,0
"2435","AC093425.1","lncRNA",5,1,0,3,1,0
"2436","AC093458.1","lncRNA",1,1,0,0,0,0
"2437","AC093458.2","TEC",1,1,0,0,0,0
"2438","AC093462.1","lncRNA",1,1,0,0,0,0
"2439","AC093503.3","TEC",1,1,0,0,0,0
"2440","AC093510.1","lncRNA",1,1,0,0,0,0
"2441","AC093510.2","lncRNA",1,1,0,0,0,0
"2442","AC093512.1","lncRNA",1,1,0,0,0,0
"2443","AC093512.2","protein_coding",10,2,0,5,2,1
"2444","AC093519.1","processed_pseudogene",1,1,0,0,0,0
"2445","AC093525.10","TEC",1,1,0,0,0,0
"2446","AC093525.2","protein_coding",2,1,0,0,0,0
"2447","AC093525.6","lncRNA",1,1,0,0,0,0
"2448","AC093525.9","TEC",1,1,0,0,0,0
"2449","AC093536.2","lncRNA",2,1,0,0,0,0
"2450","AC093575.1","lncRNA",1,1,0,0,0,0
"2451","AC093582.1","lncRNA",1,1,0,0,0,0
"2452","AC093591.2","lncRNA",1,1,0,0,0,0
"2453","AC093599.2","lncRNA",1,1,0,0,0,0
"2454","AC093627.4","lncRNA",2,2,0,0,0,0
"2455","AC093627.5","lncRNA",6,5,0,0,0,1
"2456","AC093627.7","lncRNA",1,1,0,0,0,0
"2457","AC093635.1","lncRNA",1,1,0,0,0,0
"2458","AC093642.2","TEC",1,1,0,0,0,0
"2459","AC093668.1","protein_coding",1,0,0,0,0,0
"2460","AC093673.1","lncRNA",1,1,0,0,0,0
"2461","AC093673.2","lncRNA",1,1,0,0,0,0
"2462","AC093677.2","lncRNA",1,1,0,0,0,0
"2463","AC093700.2","processed_pseudogene",1,1,0,0,0,0
"2464","AC093724.3","transcribed_unprocessed_pseudogene",1,1,0,0,0,0
"2465","AC093726.1","lncRNA",1,1,0,0,0,0
"2466","AC093726.2","lncRNA",1,1,0,0,0,0
"2467","AC093732.2","lncRNA",1,1,0,0,0,0
"2468","AC093752.1","transcribed_unprocessed_pseudogene",29,4,10,1,13,1
"2469","AC093752.3","lncRNA",1,1,0,0,0,0
"2470","AC093787.2","lncRNA",1,1,0,0,0,0
"2471","AC093788.1","lncRNA",1,1,0,0,0,0
"2472","AC093788.1","miRNA",1,1,0,0,0,0
"2473","AC093799.1","lncRNA",1,1,0,0,0,0
"2474","AC093835.1","lncRNA",1,1,0,0,0,0
"2475","AC093884.1","protein_coding",11,0,3,1,5,2
"2476","AC093899.2","protein_coding",2,0,0,0,2,0
"2477","AC093908.1","TEC",1,1,0,0,0,0
"2478","AC093909.1","processed_pseudogene",2,1,0,0,0,1
"2479","AC093909.6","TEC",1,1,0,0,0,0
"2480","AC094103.1","processed_pseudogene",1,1,0,0,0,0
"2481","AC095031.1","TEC",1,1,0,0,0,0
"2482","AC095032.1","lncRNA",3,3,0,0,0,0
"2483","AC095055.1","lncRNA",1,1,0,0,0,0
"2484","AC095057.3","lncRNA",3,1,0,1,0,0
"2485","AC095060.1","lncRNA",1,1,0,0,0,0
"2486","AC096536.2","lncRNA",1,1,0,0,0,0
"2487","AC096564.1","lncRNA",2,2,0,0,0,0
"2488","AC096570.1","lncRNA",2,2,0,0,0,0
"2489","AC096576.1","processed_pseudogene",1,1,0,0,0,0
"2490","AC096585.1","lncRNA",1,1,0,0,0,0
"2491","AC096586.1","lncRNA",1,1,0,0,0,0
"2492","AC096586.2","lncRNA",1,1,0,0,0,0
"2493","AC096638.1","processed_pseudogene",1,1,0,0,0,0
"2494","AC096642.1","lncRNA",1,1,0,0,0,0
"2495","AC096647.1","lncRNA",1,1,0,0,0,0
"2496","AC096667.1","lncRNA",1,0,1,1,0,0
"2497","AC096708.3","lncRNA",1,1,0,0,0,0
"2498","AC096720.2","TEC",1,1,0,0,0,0
"2499","AC096733.3","lncRNA",1,1,0,0,0,0
"2500","AC096734.2","lncRNA",1,1,0,0,0,0
"2501","AC096753.1","miRNA",1,1,0,0,0,0
"2502","AC096772.2","lncRNA",1,1,0,0,0,0
"2503","AC096775.1","processed_pseudogene",1,1,0,0,0,0
"2504","AC096861.1","processed_pseudogene",1,1,0,0,0,0
"2505","AC096887.2","TEC",1,1,0,0,0,0
"2506","AC096922.1","miRNA",1,1,0,0,0,0
"2507","AC096992.2","lncRNA",1,1,0,0,0,0
"2508","AC097110.1","lncRNA",1,1,0,0,0,0
"2509","AC097358.1","processed_pseudogene",1,1,0,0,0,0
"2510","AC097358.2","lncRNA",1,1,0,0,0,0
"2511","AC097359.1","processed_pseudogene",1,1,0,0,0,0
"2512","AC097359.2","lncRNA",1,1,0,0,0,0
"2513","AC097359.3","lncRNA",1,1,0,0,0,0
"2514","AC097372.2","TEC",1,1,0,0,0,0
"2515","AC097376.2","transcribed_processed_pseudogene",1,1,0,0,0,0
"2516","AC097376.3","lncRNA",8,2,2,0,1,2
"2517","AC097381.1","lncRNA",1,1,0,0,0,0
"2518","AC097381.3","lncRNA",1,1,0,0,0,0
"2519","AC097382.1","miRNA",1,1,0,0,0,0
"2520","AC097382.3","lncRNA",1,1,0,0,0,0
"2521","AC097460.2","TEC",1,1,0,0,0,0
"2522","AC097462.3","lncRNA",2,2,0,0,0,0
"2523","AC097468.3","lncRNA",1,1,0,0,0,0
"2524","AC097478.1","lncRNA",1,1,0,0,0,0
"2525","AC097493.4","unprocessed_pseudogene",1,1,0,0,0,0
"2526","AC097504.1","processed_pseudogene",1,1,0,0,0,0
"2527","AC097505.1","lncRNA",1,1,0,0,0,0
"2528","AC097532.2","lncRNA",1,1,0,0,0,0
"2529","AC097532.3","lncRNA",3,2,0,0,0,1
"2530","AC097634.1","lncRNA",1,1,0,0,0,0
"2531","AC097634.4","protein_coding",1,0,0,0,1,0
"2532","AC097636.2","protein_coding",2,0,0,0,2,0
"2533","AC097639.1","lncRNA",1,1,0,0,0,0
"2534","AC097641.2","lncRNA",1,1,0,0,0,0
"2535","AC098479.1","lncRNA",1,1,0,0,0,0
"2536","AC098484.2","lncRNA",1,1,0,0,0,0
"2537","AC098484.3","protein_coding",2,0,1,0,1,0
"2538","AC098484.4","lncRNA",3,1,1,0,1,0
"2539","AC098487.1","lncRNA",1,1,0,0,0,0
"2540","AC098591.2","transcribed_processed_pseudogene",2,2,0,0,0,0
"2541","AC098591.3","processed_pseudogene",1,1,0,0,0,0
"2542","AC098614.3","transcribed_processed_pseudogene",1,1,0,0,0,0
"2543","AC098650.1","protein_coding",2,0,0,1,0,1
"2544","AC098818.2","lncRNA",1,1,0,0,0,0
"2545","AC098820.2","lncRNA",1,1,0,0,0,0
"2546","AC098827.1","processed_pseudogene",1,1,0,0,0,0
"2547","AC098831.1","processed_pseudogene",1,1,0,0,0,0
"2548","AC098850.3","protein_coding",5,0,1,3,1,1
"2549","AC098859.1","processed_pseudogene",1,1,0,0,0,0
"2550","AC098869.1","processed_pseudogene",1,1,0,0,0,0
"2551","AC098934.1","transcribed_unprocessed_pseudogene",2,2,0,0,0,0
"2552","AC098934.2","transcribed_processed_pseudogene",1,0,0,0,1,0
"2553","AC098934.3","processed_pseudogene",1,1,0,0,0,0
"2554","AC098934.4","lncRNA",1,1,0,0,0,0
"2555","AC098969.1","lncRNA",1,1,0,0,0,0
"2556","AC099329.1","lncRNA",2,0,1,2,0,0
"2557","AC099329.2","lncRNA",1,0,0,0,0,1
"2558","AC099332.2","lncRNA",1,1,0,0,0,0
"2559","AC099336.1","transcribed_processed_pseudogene",1,1,0,0,0,0
"2560","AC099336.2","processed_pseudogene",1,1,0,0,0,0
"2561","AC099339.1","miRNA",1,1,0,0,0,0
"2562","AC099343.3","lncRNA",1,1,0,0,0,0
"2563","AC099343.4","lncRNA",1,1,0,0,0,0
"2564","AC099344.3","lncRNA",3,3,0,0,0,0
"2565","AC099494.1","TEC",1,1,0,0,0,0
"2566","AC099494.2","TEC",1,1,0,0,0,0
"2567","AC099494.3","TEC",1,1,0,0,0,0
"2568","AC099518.2","lncRNA",1,1,0,0,0,0
"2569","AC099521.2","lncRNA",1,1,0,0,0,0
"2570","AC099521.3","TEC",1,1,0,0,0,0
"2571","AC099521.4","lncRNA",1,1,0,0,0,0
"2572","AC099522.2","lncRNA",1,1,0,0,0,0
"2573","AC099535.2","lncRNA",1,1,0,0,0,0
"2574","AC099548.2","transcribed_unprocessed_pseudogene",3,2,0,0,0,1
"2575","AC099560.2","processed_pseudogene",1,1,0,0,0,0
"2576","AC099568.1","lncRNA",1,1,0,0,0,0
"2577","AC099568.2","lncRNA",1,1,0,0,0,0
"2578","AC099661.1","lncRNA",1,1,0,0,0,0
"2579","AC099667.1","TEC",1,1,0,0,0,0
"2580","AC099677.1","processed_pseudogene",1,1,0,0,0,0
"2581","AC099689.1","TEC",1,1,0,0,0,0
"2582","AC099754.1","lncRNA",2,1,0,1,0,0
"2583","AC099757.1","miRNA",1,1,0,0,0,0
"2584","AC099778.1","lncRNA",1,1,0,0,0,0
"2585","AC099791.2","lncRNA",1,1,0,0,0,0
"2586","AC099792.1","lncRNA",2,2,0,0,0,0
"2587","AC099794.2","processed_pseudogene",1,1,0,0,0,0
"2588","AC099804.1","TEC",1,1,0,0,0,0
"2589","AC099811.6","TEC",1,1,0,0,0,0
"2590","AC099850.2","lncRNA",1,1,0,0,0,0
"2591","AC100774.1","lncRNA",1,1,0,0,0,0
"2592","AC100779.1","lncRNA",1,1,0,0,0,0
"2593","AC100784.1","processed_pseudogene",1,1,0,0,0,0
"2594","AC100786.1","lncRNA",1,1,0,0,0,0
"2595","AC100791.3","lncRNA",1,1,0,0,0,0
"2596","AC100797.5","lncRNA",1,1,0,0,0,0
"2597","AC100805.1","lncRNA",1,1,0,0,0,0
"2598","AC100810.1","lncRNA",1,1,0,0,0,0
"2599","AC100810.3","lncRNA",1,1,0,0,0,0
"2600","AC100812.1","lncRNA",1,1,0,0,0,0
"2601","AC100814.2","lncRNA",1,1,0,0,0,0
"2602","AC100827.3","lncRNA",1,1,0,0,0,0
"2603","AC100827.4","lncRNA",1,1,0,0,0,0
"2604","AC100830.2","lncRNA",1,1,0,0,0,0
"2605","AC100830.3","lncRNA",1,1,0,0,0,0
"2606","AC100832.2","lncRNA",1,1,0,0,0,0
"2607","AC102953.2","lncRNA",1,1,0,0,0,0
"2608","AC103564.9","pseudogene",1,1,0,0,0,0
"2609","AC103591.3","lncRNA",1,1,0,0,0,0
"2610","AC103703.1","lncRNA",1,1,0,0,0,0
"2611","AC103706.1","lncRNA",1,1,0,0,0,0
"2612","AC103706.2","processed_pseudogene",1,1,0,0,0,0
"2613","AC103724.3","lncRNA",1,1,0,0,0,0
"2614","AC103724.4","lncRNA",1,1,0,0,0,0
"2615","AC103778.1","processed_pseudogene",1,1,0,0,0,0
"2616","AC103810.3","unprocessed_pseudogene",1,1,0,0,0,0
"2617","AC103810.7","transcribed_processed_pseudogene",1,1,0,0,0,0
"2618","AC103810.9","unprocessed_pseudogene",1,1,0,0,0,0
"2619","AC103855.2","lncRNA",2,2,0,0,0,0
"2620","AC103858.1","lncRNA",1,1,0,0,0,0
"2621","AC103858.2","lncRNA",1,1,0,0,0,0
"2622","AC103923.1","lncRNA",1,1,0,0,0,0
"2623","AC103952.2","lncRNA",1,1,0,0,0,0
"2624","AC103974.1","lncRNA",1,1,0,0,0,0
"2625","AC103975.1","unprocessed_pseudogene",1,1,0,0,0,0
"2626","AC103987.2","processed_pseudogene",1,1,0,0,0,0
"2627","AC103988.1","processed_pseudogene",1,1,0,0,0,0
"2628","AC104009.1","lncRNA",1,1,0,0,0,0
"2629","AC104024.4","lncRNA",1,1,0,0,0,0
"2630","AC104046.1","transcribed_processed_pseudogene",1,1,0,0,0,0
"2631","AC104066.3","processed_pseudogene",1,1,0,0,0,0
"2632","AC104066.5","lncRNA",1,1,0,0,0,0
"2633","AC104072.1","lncRNA",1,1,0,0,0,0
"2634","AC104073.4","lncRNA",4,1,1,2,0,0
"2635","AC104076.1","lncRNA",1,1,0,0,0,0
"2636","AC104078.1","lncRNA",3,2,1,0,0,0
"2637","AC104083.1","lncRNA",1,1,0,0,0,0
"2638","AC104109.1","processed_pseudogene",1,1,0,0,0,0
"2639","AC104109.2","lncRNA",1,1,0,0,0,0
"2640","AC104113.1","lncRNA",1,1,0,0,0,0
"2641","AC104115.1","processed_pseudogene",1,1,0,0,0,0
"2642","AC104115.2","processed_pseudogene",1,1,0,0,0,0
"2643","AC104117.3","lncRNA",1,1,0,0,0,0
"2644","AC104117.4","processed_pseudogene",1,1,0,0,0,0
"2645","AC104118.1","lncRNA",1,1,0,0,0,0
"2646","AC104129.1","lncRNA",1,1,0,0,0,0
"2647","AC104135.1","lncRNA",3,0,2,0,1,0
"2648","AC104137.1","lncRNA",1,1,0,0,0,0
"2649","AC104183.1","miRNA",1,1,0,0,0,0
"2650","AC104211.1","lncRNA",1,1,0,0,0,0
"2651","AC104211.2","lncRNA",1,0,0,0,0,1
"2652","AC104232.3","lncRNA",1,1,0,0,0,0
"2653","AC104260.1","lncRNA",1,1,0,0,0,0
"2654","AC104260.2","TEC",1,1,0,0,0,0
"2655","AC104260.3","lncRNA",1,1,0,0,0,0
"2656","AC104389.6","protein_coding",1,1,0,0,0,0
"2657","AC104407.1","lncRNA",1,1,0,0,0,0
"2658","AC104446.2","processed_pseudogene",1,1,0,0,0,0
"2659","AC104447.1","TEC",1,1,0,0,0,0
"2660","AC104451.1","unprocessed_pseudogene",1,1,0,0,0,0
"2661","AC104452.1","protein_coding",23,2,1,0,14,6
"2662","AC104453.1","lncRNA",1,1,0,0,0,0
"2663","AC104458.1","lncRNA",1,1,0,0,0,0
"2664","AC104458.1","miRNA",1,1,0,0,0,0
"2665","AC104472.1","lncRNA",1,1,0,0,0,0
"2666","AC104472.2","processed_pseudogene",1,1,0,0,0,0
"2667","AC104472.3","protein_coding",5,0,1,1,2,1
"2668","AC104506.1","lncRNA",1,1,0,0,0,0
"2669","AC104561.1","lncRNA",1,1,0,0,0,0
"2670","AC104561.2","processed_pseudogene",1,1,0,0,0,0
"2671","AC104561.4","lncRNA",1,1,0,0,0,0
"2672","AC104564.2","lncRNA",1,1,0,0,0,0
"2673","AC104564.3","lncRNA",1,1,0,0,0,0
"2674","AC104564.5","lncRNA",1,1,0,0,0,0
"2675","AC104581.4","TEC",1,1,0,0,0,0
"2676","AC104590.1","lncRNA",2,2,0,0,0,0
"2677","AC104596.1","lncRNA",1,1,0,0,0,0
"2678","AC104623.2","TEC",1,1,0,0,0,0
"2679","AC104651.1","processed_pseudogene",1,1,0,0,0,0
"2680","AC104695.3","lncRNA",1,1,0,0,0,0
"2681","AC104695.4","lncRNA",1,1,0,0,0,0
"2682","AC104759.1","processed_pseudogene",1,1,0,0,0,0
"2683","AC104785.1","lncRNA",1,1,0,0,0,0
"2684","AC104791.2","TEC",1,1,0,0,0,0
"2685","AC104794.3","lncRNA",3,1,1,0,1,0
"2686","AC104805.2","processed_pseudogene",1,1,0,0,0,0
"2687","AC104825.1","lncRNA",1,1,0,0,0,0
"2688","AC104836.1","lncRNA",1,1,0,0,0,0
"2689","AC104837.2","processed_pseudogene",1,1,0,0,0,0
"2690","AC104841.1","miRNA",1,1,0,0,0,0
"2691","AC104958.2","lncRNA",1,1,0,0,0,0
"2692","AC104964.3","lncRNA",1,1,0,0,0,0
"2693","AC104964.4","lncRNA",1,1,0,0,0,0
"2694","AC104985.1","lncRNA",1,1,0,0,0,0
"2695","AC104985.2","lncRNA",1,1,0,0,0,0
"2696","AC104985.3","TEC",1,1,0,0,0,0
"2697","AC104986.1","processed_pseudogene",1,1,0,0,0,0
"2698","AC104996.2","transcribed_processed_pseudogene",1,1,0,0,0,0
"2699","AC105020.1","lncRNA",1,1,0,0,0,0
"2700","AC105020.5","lncRNA",1,1,0,0,0,0
"2701","AC105020.6","lncRNA",1,1,0,0,0,0
"2702","AC105030.1","miRNA",1,1,0,0,0,0
"2703","AC105036.1","processed_pseudogene",1,1,0,0,0,0
"2704","AC105046.1","lncRNA",1,1,0,0,0,0
"2705","AC105052.1","protein_coding",16,1,3,7,7,0
"2706","AC105052.2","processed_pseudogene",1,1,0,0,0,0
"2707","AC105052.3","protein_coding",3,1,2,0,0,0
"2708","AC105052.5","lncRNA",1,1,0,0,0,0
"2709","AC105074.1","TEC",1,1,0,0,0,0
"2710","AC105081.1","unprocessed_pseudogene",1,1,0,0,0,0
"2711","AC105114.1","TEC",1,1,0,0,0,0
"2712","AC105129.1","processed_pseudogene",1,1,0,0,0,0
"2713","AC105133.2","TEC",1,1,0,0,0,0
"2714","AC105137.2","lncRNA",1,1,0,0,0,0
"2715","AC105233.1","processed_pseudogene",1,1,0,0,0,0
"2716","AC105233.4","transcribed_unprocessed_pseudogene",1,1,0,0,0,0
