"MGI.symbol","ENSMUSG","HGNC.symbol","ENSG","dataset","RBP","msORhs","data.type","dataset.id","regulation"
"Fam168a","ENSMUSG00000029461","FAM168A","ENSG00000054965","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fam168b","ENSMUSG00000037503","FAM168B","ENSG00000152102","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fam169a","ENSMUSG00000041817","FAM169A","ENSG00000198780","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fam185a","ENSMUSG00000047221","FAM185A","ENSG00000222011","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fam192a","ENSMUSG00000031774","PSME3IP1","ENSG00000172775","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fam193a","ENSMUSG00000037210","FAM193A","ENSG00000125386","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fam193b","ENSMUSG00000021495","FAM193B","ENSG00000146067","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fam219a","ENSMUSG00000028439","FAM219A","ENSG00000164970","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fam49b","ENSMUSG00000022378","FAM49B","ENSG00000153310","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fam53a","ENSMUSG00000037339","FAM53A","ENSG00000174137","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fam53c","ENSMUSG00000034300","FAM53C","ENSG00000120709","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fam78b","ENSMUSG00000060568","FAM78B","ENSG00000188859","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fam92a","ENSMUSG00000028218","FAM92A","ENSG00000188343","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fam98b","ENSMUSG00000027349","FAM98B","ENSG00000171262","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Farp1","ENSMUSG00000025555","FARP1","ENSG00000152767","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Farp2","ENSMUSG00000034066","FARP2","ENSG00000006607","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fars2","ENSMUSG00000021420","FARS2","ENSG00000145982","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Farsb","ENSMUSG00000026245","FARSB","ENSG00000116120","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fastkd3","ENSMUSG00000021532","FASTKD3","ENSG00000124279","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbln1","ENSMUSG00000006369","FBLN1","ENSG00000077942","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbln2","ENSMUSG00000064080","FBLN2","ENSG00000163520","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbrs","ENSMUSG00000042423","FBRS","ENSG00000156860","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbrsl1","ENSMUSG00000043323","FBRSL1","ENSG00000112787","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbxl17","ENSMUSG00000023965","FBXL17","ENSG00000145743","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbxl18","ENSMUSG00000066640","FBXL18","ENSG00000155034","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbxl20","ENSMUSG00000020883","FBXL20","ENSG00000108306","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbxl5","ENSMUSG00000039753","FBXL5","ENSG00000118564","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbxo11","ENSMUSG00000005371","FBXO11","ENSG00000138081","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbxo21","ENSMUSG00000032898","FBXO21","ENSG00000135108","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbxo22","ENSMUSG00000032309","FBXO22","ENSG00000167196","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbxo42","ENSMUSG00000028920","FBXO42","ENSG00000037637","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbxo7","ENSMUSG00000001786","FBXO7","ENSG00000100225","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbxo8","ENSMUSG00000038206","FBXO8","ENSG00000164117","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbxw11","ENSMUSG00000020271","FBXW11","ENSG00000072803","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fbxw8","ENSMUSG00000032867","FBXW8","ENSG00000174989","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fcho2","ENSMUSG00000041685","FCHO2","ENSG00000157107","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fdx1","ENSMUSG00000032051","FDX1","ENSG00000137714","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fem1b","ENSMUSG00000032244","FEM1B","ENSG00000169018","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fer","ENSMUSG00000000127","FER","ENSG00000151422","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fermt2","ENSMUSG00000037712","FERMT2","ENSG00000073712","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fgf14","ENSMUSG00000025551","FGF14","ENSG00000102466","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fgfr1","ENSMUSG00000031565","FGFR1","ENSG00000077782","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fgfr2","ENSMUSG00000030849","FGFR2","ENSG00000066468","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fhit","ENSMUSG00000060579","FHIT","ENSG00000189283","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fhl3","ENSMUSG00000032643","FHL3","ENSG00000183386","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fign","ENSMUSG00000075324","FIGN","ENSG00000182263","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fignl2","ENSMUSG00000095440","FIGNL2","ENSG00000261308","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fkbp5","ENSMUSG00000024222","FKBP5","ENSG00000096060","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Flcn","ENSMUSG00000032633","FLCN","ENSG00000154803","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Flot2","ENSMUSG00000061981","FLOT2","ENSG00000132589","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Flt3l","ENSMUSG00000110206","FLT3LG","ENSG00000090554","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Flywch1","ENSMUSG00000040097","FLYWCH1","ENSG00000059122","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fmnl2","ENSMUSG00000036053","FMNL2","ENSG00000157827","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fmr1","ENSMUSG00000000838","FMR1","ENSG00000102081","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fnbp1","ENSMUSG00000075415","FNBP1","ENSG00000187239","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fnbp1l","ENSMUSG00000039735","FNBP1L","ENSG00000137942","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fnbp4","ENSMUSG00000008200","FNBP4","ENSG00000109920","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fndc3b","ENSMUSG00000039286","FNDC3B","ENSG00000075420","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fnip1","ENSMUSG00000035992","FNIP1","ENSG00000217128","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fnip2","ENSMUSG00000061175","FNIP2","ENSG00000052795","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fnta","ENSMUSG00000015994","FNTA","ENSG00000168522","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Focad","ENSMUSG00000038368","FOCAD","ENSG00000188352","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Foxj3","ENSMUSG00000032998","FOXJ3","ENSG00000198815","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Foxk1","ENSMUSG00000056493","FOXK1","ENSG00000164916","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Foxk2","ENSMUSG00000039275","FOXK2","ENSG00000141568","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Foxn3","ENSMUSG00000033713","FOXN3","ENSG00000053254","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Foxo3","ENSMUSG00000048756","FOXO3","ENSG00000118689","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fra10ac1","ENSMUSG00000054237","FRA10AC1","ENSG00000148690","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Frmd4a","ENSMUSG00000026657","FRMD4A","ENSG00000151474","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Frmd5","ENSMUSG00000027238","FRMD5","ENSG00000171877","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Frmd6","ENSMUSG00000048285","FRMD6","ENSG00000139926","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Frs2","ENSMUSG00000020170","FRS2","ENSG00000166225","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fry","ENSMUSG00000056602","FRY","ENSG00000073910","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fryl","ENSMUSG00000070733","FRYL","ENSG00000075539","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fstl1","ENSMUSG00000022816","FSTL1","ENSG00000163430","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fstl4","ENSMUSG00000036264","FSTL4","ENSG00000053108","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fto","ENSMUSG00000055932","FTO","ENSG00000140718","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fubp1","ENSMUSG00000028034","FUBP1","ENSG00000162613","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fundc1","ENSMUSG00000025040","FUNDC1","ENSG00000069509","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fus","ENSMUSG00000030795","FUS","ENSG00000089280","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fut8","ENSMUSG00000021065","FUT8","ENSG00000033170","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fxr1","ENSMUSG00000027680","FXR1","ENSG00000114416","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fyn","ENSMUSG00000019843","FYN","ENSG00000010810","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fyttd1","ENSMUSG00000022800","FYTTD1","ENSG00000122068","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fzd3","ENSMUSG00000007989","FZD3","ENSG00000104290","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Fzr1","ENSMUSG00000020235","FZR1","ENSG00000105325","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"G2e3","ENSMUSG00000035293","G2E3","ENSG00000092140","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gab2","ENSMUSG00000004508","GAB2","ENSG00000033327","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gabbr1","ENSMUSG00000024462","GABBR1","ENSG00000204681","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gak","ENSMUSG00000062234","GAK","ENSG00000178950","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Galc","ENSMUSG00000021003","GALC","ENSG00000054983","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Galnt11","ENSMUSG00000038072","GALNT11","ENSG00000178234","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Galnt7","ENSMUSG00000031608","GALNT7","ENSG00000109586","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ganab","ENSMUSG00000071650","GANAB","ENSG00000089597","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gar1","ENSMUSG00000028010","GAR1","ENSG00000109534","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gars","ENSMUSG00000029777","GARS1","ENSG00000106105","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gata4","ENSMUSG00000021944","GATA4","ENSG00000136574","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gatad2b","ENSMUSG00000042390","GATAD2B","ENSG00000143614","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gbf1","ENSMUSG00000025224","GBF1","ENSG00000107862","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gclc","ENSMUSG00000032350","GCLC","ENSG00000001084","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gfod1","ENSMUSG00000051335","GFOD1","ENSG00000145990","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gfod2","ENSMUSG00000013150","GFOD2","ENSG00000141098","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Ggt7","ENSMUSG00000027603","GGT7","ENSG00000131067","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gigyf1","ENSMUSG00000029714","GIGYF1","ENSG00000146830","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gigyf2","ENSMUSG00000048000","GIGYF2","ENSG00000204120","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Glcci1","ENSMUSG00000029638","GLCCI1","ENSG00000106415","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Glce","ENSMUSG00000032252","GLCE","ENSG00000138604","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Glg1","ENSMUSG00000003316","GLG1","ENSG00000090863","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gli2","ENSMUSG00000048402","GLI2","ENSG00000074047","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gls","ENSMUSG00000026103","GLS","ENSG00000115419","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Glyr1","ENSMUSG00000022536","GLYR1","ENSG00000140632","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gm38394","ENSMUSG00000094410","ZBED6","ENSG00000257315","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gmip","ENSMUSG00000036246","GMIP","ENSG00000089639","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gna13","ENSMUSG00000020611","GNA13","ENSG00000120063","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gnao1","ENSMUSG00000031748","GNAO1","ENSG00000087258","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gnas","ENSMUSG00000027523","GNAS","ENSG00000087460","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gnaz","ENSMUSG00000040009","GNAZ","ENSG00000128266","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gnb1","ENSMUSG00000029064","GNB1","ENSG00000078369","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gnb1l","ENSMUSG00000000884","GNB1L","ENSG00000185838","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gng4","ENSMUSG00000021303","GNG4","ENSG00000168243","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gnl1","ENSMUSG00000024429","GNL1","ENSG00000204590","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gnl3l","ENSMUSG00000025266","GNL3L","ENSG00000130119","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Golga1","ENSMUSG00000026754","GOLGA1","ENSG00000136935","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Golga4","ENSMUSG00000038708","GOLGA4","ENSG00000144674","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Golga5","ENSMUSG00000021192","GOLGA5","ENSG00000066455","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Golga7","ENSMUSG00000015341","GOLGA7","ENSG00000147533","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Golgb1","ENSMUSG00000034243","GOLGB1","ENSG00000173230","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Golim4","ENSMUSG00000034109","GOLIM4","ENSG00000173905","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gopc","ENSMUSG00000019861","GOPC","ENSG00000047932","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gpat4","ENSMUSG00000031545","GPAT4","ENSG00000158669","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gpatch1","ENSMUSG00000063808","GPATCH1","ENSG00000076650","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gpatch2","ENSMUSG00000039210","GPATCH2","ENSG00000092978","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gpatch8","ENSMUSG00000034621","GPATCH8","ENSG00000186566","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gpc6","ENSMUSG00000058571","GPC6","ENSG00000183098","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gpd2","ENSMUSG00000026827","GPD2","ENSG00000115159","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gphn","ENSMUSG00000047454","GPHN","ENSG00000171723","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gpi1","ENSMUSG00000036427","GPI","ENSG00000105220","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gpr107","ENSMUSG00000000194","GPR107","ENSG00000148358","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gpr162","ENSMUSG00000038390","GPR162","ENSG00000250510","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gpr173","ENSMUSG00000056679","GPR173","ENSG00000184194","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gpr180","ENSMUSG00000022131","GPR180","ENSG00000152749","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gprasp1","ENSMUSG00000043384","GPRASP1","ENSG00000198932","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gpt2","ENSMUSG00000031700","GPT2","ENSG00000166123","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gpx4","ENSMUSG00000075706","GPX4","ENSG00000167468","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gramd1a","ENSMUSG00000001248","GRAMD1A","ENSG00000089351","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gramd4","ENSMUSG00000035900","GRAMD4","ENSG00000075240","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Grcc10","ENSMUSG00000072772","C12orf57","ENSG00000111678","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gria2","ENSMUSG00000033981","GRIA2","ENSG00000120251","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Grik3","ENSMUSG00000001985","GRIK3","ENSG00000163873","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Grik5","ENSMUSG00000003378","GRIK5","ENSG00000105737","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Grina","ENSMUSG00000022564","GRINA","ENSG00000178719","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Grip1","ENSMUSG00000034813","GRIP1","ENSG00000155974","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gripap1","ENSMUSG00000031153","GRIPAP1","ENSG00000068400","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Grk5","ENSMUSG00000003228","GRK5","ENSG00000198873","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Grpel2","ENSMUSG00000024580","GRPEL2","ENSG00000164284","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gse1","ENSMUSG00000031822","GSE1","ENSG00000131149","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gsk3b","ENSMUSG00000022812","GSK3B","ENSG00000082701","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gtf2e2","ENSMUSG00000031585","GTF2E2","ENSG00000197265","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gtf2f2","ENSMUSG00000067995","GTF2F2","ENSG00000188342","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gtf2i","ENSMUSG00000060261","GTF2I","ENSG00000263001","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gtf3c1","ENSMUSG00000032777","GTF3C1","ENSG00000077235","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gtf3c3","ENSMUSG00000041303","GTF3C3","ENSG00000119041","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gtf3c6","ENSMUSG00000019837","GTF3C6","ENSG00000155115","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Gucy1a2","ENSMUSG00000041624","GUCY1A2","ENSG00000152402","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"H13","ENSMUSG00000019188","HM13","ENSG00000101294","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"H1f0","ENSMUSG00000096210","H1-0","ENSG00000189060","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hacd1","ENSMUSG00000063275","HACD1","ENSG00000165996","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hacd3","ENSMUSG00000033629","HACD3","ENSG00000074696","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hace1","ENSMUSG00000038822","HACE1","ENSG00000085382","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hadha","ENSMUSG00000025745","HADHA","ENSG00000084754","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hand2","ENSMUSG00000038193","HAND2","ENSG00000164107","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hap1","ENSMUSG00000006930","HAP1","ENSG00000173805","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Haus2","ENSMUSG00000027285","HAUS2","ENSG00000137814","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hbs1l","ENSMUSG00000019977","HBS1L","ENSG00000112339","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hcn3","ENSMUSG00000028051","HCN3","ENSG00000143630","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hdac2","ENSMUSG00000019777","HDAC2","ENSG00000196591","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hdac3","ENSMUSG00000024454","HDAC3","ENSG00000171720","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hdac4","ENSMUSG00000026313","HDAC4","ENSG00000068024","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hdac5","ENSMUSG00000008855","HDAC5","ENSG00000108840","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hdac7","ENSMUSG00000022475","HDAC7","ENSG00000061273","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hdhd2","ENSMUSG00000025421","HDHD2","ENSG00000167220","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Heatr1","ENSMUSG00000050244","HEATR1","ENSG00000119285","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hectd1","ENSMUSG00000035247","HECTD1","ENSG00000092148","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Helq","ENSMUSG00000035266","HELQ","ENSG00000163312","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Helz","ENSMUSG00000020721","HELZ","ENSG00000198265","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Herc1","ENSMUSG00000038664","HERC1","ENSG00000103657","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Herpud1","ENSMUSG00000031770","HERPUD1","ENSG00000051108","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Herpud2","ENSMUSG00000008429","HERPUD2","ENSG00000122557","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hexb","ENSMUSG00000021665","HEXB","ENSG00000049860","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hexim1","ENSMUSG00000048878","HEXIM1","ENSG00000186834","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hey2","ENSMUSG00000019789","HEY2","ENSG00000135547","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hibadh","ENSMUSG00000029776","HIBADH","ENSG00000106049","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hibch","ENSMUSG00000041426","HIBCH","ENSG00000198130","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hic2","ENSMUSG00000050240","HIC2","ENSG00000169635","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hid1","ENSMUSG00000034586","HID1","ENSG00000167861","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hif1a","ENSMUSG00000021109","HIF1A","ENSG00000100644","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hip1","ENSMUSG00000039959","HIP1","ENSG00000127946","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hira","ENSMUSG00000022702","HIRA","ENSG00000100084","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hist1h4n","ENSMUSG00000069305","H4-16","ENSG00000197837","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hlcs","ENSMUSG00000040820","HLCS","ENSG00000159267","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
"Hmbox1","ENSMUSG00000021972","HMBOX1","ENSG00000147421","CELF2data_01","CELF2","Mouse","CLIP","dataset01",NA
