"","seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_name","gene_status","gene_type","talon_gene","havana_gene","hgnc_id","level","remap_num_mappings","remap_status","remap_target_status","transcript_id","transcript_status","transcript_name","talon_transcript","NNC_transcript","exon_number","exon_id","talon_exon","exon_status","ont","remap_original_location","source.1","tag","NIC_transcript","ISM.prefix_to_IDs","ISM.prefix_transcript","ISM_to_IDs","ISM_transcript","ISM.suffix_to_IDs","ISM.suffix_transcript","transcript_type","havana_transcript","transcript_support_level","gencode_gene_status","remap_substituted_missing_target","gencode_transcript_status","ccdsid","protein_id","genomic_transcript","intergenic_novel","intergenic_transcript","antisense_gene","gene_antisense_to_IDs","antisense_transcript"
"1191","chr3",299626,301971,2346,"+","TALON","exon",NA,NA,"ENSG00000134121.10_6","CHL1","KNOWN","protein_coding","10081",NA,NA,NA,NA,NA,NA,"TALONT000427834","NOVEL","TALONT000427834","427834",NA,"3","1326257","1326257","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","chr3",296060,299072,3013,"+","TALON","exon",NA,NA,"ENSG00000134121.10_6","CHL1","KNOWN","protein_coding","10081",NA,NA,NA,NA,NA,NA,"TALONT000427937","NOVEL","TALONT000427937","427937",NA,"1","1326428","1326428","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","chr3",301910,303011,1102,"+","TALON","exon",NA,NA,"ENSG00000134121.10_6","CHL1","KNOWN","protein_coding","10081",NA,NA,NA,NA,NA,NA,"TALONT000427937","NOVEL","TALONT000427937","427937",NA,"2","1326431","1326431","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","chr3",2197005,2198931,1927,"+","TALON","exon",NA,NA,"ENSG00000144619.15_4","CNTN4","KNOWN","protein_coding","10098",NA,NA,NA,NA,NA,NA,"TALONT000954582","NOVEL","TALONT000954582","954582",NA,"2","2145692","2145692","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195","chr3",2917784,2920071,2288,"+","TALON","exon",NA,NA,"ENSG00000144619.15_4","CNTN4","KNOWN","protein_coding","10098",NA,NA,NA,NA,NA,NA,"TALONT002319907","NOVEL","TALONT002319907","2319907",NA,"6","4689076","4689076","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","chr3",3841603,3842232,630,"-","TALON","exon",NA,NA,"ENSG00000144455.14_5","SUMF1","KNOWN","protein_coding","10111",NA,NA,NA,NA,NA,NA,"TALONT000429207","NOVEL","TALONT000429207","429207",NA,"2","1328518","1328518","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","chr3",4458260,4458343,84,"-","TALON","exon",NA,NA,"ENSG00000144455.14_5","SUMF1","KNOWN","protein_coding","10111",NA,NA,NA,NA,NA,NA,"TALONT000429515","NOVEL","TALONT000429515","429515",NA,"7","1328952","1328952","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198","chr3",8868864,8869025,162,"-","TALON","exon",NA,NA,"ENSG00000125046.15_6","SSUH2","KNOWN","protein_coding","10155",NA,NA,NA,NA,NA,NA,"TALONT001728102","NOVEL","TALONT001728102","1728102",NA,"13","3552713","3552713","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","chr3",9225595,9225657,63,"-","TALON","exon",NA,NA,"ENSG00000196220.16_6","SRGAP3","KNOWN","protein_coding","10166",NA,NA,NA,NA,NA,NA,"TALONT000430738","NOVEL","TALONT000430738","430738",NA,"1","1330723","1330723","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200","chr3",9424456,9424553,98,"+","TALON","exon",NA,NA,"ENSG00000134077.16_6","THUMPD3","KNOWN","protein_coding","10175",NA,NA,NA,NA,NA,NA,"TALONT000431249","NOVEL","TALONT000431249","431249",NA,"8","1331489","1331489","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","chr3",9545450,9545542,93,"-","TALON","exon",NA,NA,"ENSG00000156959.9_4","LHFPL4","KNOWN","protein_coding","10178",NA,NA,NA,NA,NA,NA,"TALONT000431883","NOVEL","TALONT000431883","431883",NA,"3","1332388","1332388","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","chr3",9940205,9940865,661,"+","TALON","exon",NA,NA,"ENSG00000171135.15_7","JAGN1","KNOWN","protein_coding","10193",NA,NA,NA,NA,NA,NA,"TALONT000979369","NOVEL","TALONT000979369","979369",NA,"3","2190085","2190085","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","chr3",10160590,10160654,65,"+","TALON","exon",NA,NA,"ENSG00000254999.4_3","BRK1","KNOWN","protein_coding","10212",NA,NA,NA,NA,NA,NA,"TALONT000432941","NOVEL","TALONT000432941","432941",NA,"2","1334047","1334047","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","chr3",10195077,10195342,266,"+","TALON","exon",NA,NA,"ENSG00000134086.7_2","VHL","KNOWN","protein_coding","10214",NA,NA,NA,NA,NA,NA,"TALONT000432952","NOVEL","TALONT000432952","432952",NA,"3","1334054","1334054","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","chr3",10195085,10195342,258,"+","TALON","exon",NA,NA,"ENSG00000134086.7_2","VHL","KNOWN","protein_coding","10214",NA,NA,NA,NA,NA,NA,"TALONT000432964","NOVEL","TALONT000432964","432964",NA,"4","1334094","1334094","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206","chr3",10195043,10195342,300,"+","TALON","exon",NA,NA,"ENSG00000134086.7_2","VHL","KNOWN","protein_coding","10214",NA,NA,NA,NA,NA,NA,"TALONT000432978","NOVEL","TALONT000432978","432978",NA,"4","1334127","1334127","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","chr3",10195049,10195342,294,"+","TALON","exon",NA,NA,"ENSG00000134086.7_2","VHL","KNOWN","protein_coding","10214",NA,NA,NA,NA,NA,NA,"TALONT000433000","NOVEL","TALONT000433000","433000",NA,"4","1334151","1334151","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","chr3",10195099,10195342,244,"+","TALON","exon",NA,NA,"ENSG00000134086.7_2","VHL","KNOWN","protein_coding","10214",NA,NA,NA,NA,NA,NA,"TALONT000433001","NOVEL","TALONT000433001","433001",NA,"4","1334185","1334185","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","chr3",10195056,10195342,287,"+","TALON","exon",NA,NA,"ENSG00000134086.7_2","VHL","KNOWN","protein_coding","10214",NA,NA,NA,NA,NA,NA,"TALONT000433069","NOVEL","TALONT000433069","433069",NA,"4","1334142","1334142","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","chr3",10195091,10195342,252,"+","TALON","exon",NA,NA,"ENSG00000134086.7_2","VHL","KNOWN","protein_coding","10214",NA,NA,NA,NA,NA,NA,"TALONT000433198","NOVEL","TALONT000433198","433198",NA,"5","1334574","1334574","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","chr3",10195100,10195342,243,"+","TALON","exon",NA,NA,"ENSG00000134086.7_2","VHL","KNOWN","protein_coding","10214",NA,NA,NA,NA,NA,NA,"TALONT000983090","NOVEL","TALONT000983090","983090",NA,"3","2196433","2196433","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","chr3",10195048,10195342,295,"+","TALON","exon",NA,NA,"ENSG00000134086.7_2","VHL","KNOWN","protein_coding","10214",NA,NA,NA,NA,NA,NA,"TALONT000983311","NOVEL","TALONT000983311","983311",NA,"4","1334417","1334417","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","chr3",10195076,10195342,267,"+","TALON","exon",NA,NA,"ENSG00000134086.7_2","VHL","KNOWN","protein_coding","10214",NA,NA,NA,NA,NA,NA,"TALONT000984880","NOVEL","TALONT000984880","984880",NA,"4","2199055","2199055","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","chr3",10190388,10190498,111,"+","TALON","exon",NA,NA,"ENSG00000134086.7_2","VHL","KNOWN","protein_coding","10214",NA,NA,NA,NA,NA,NA,"TALONT000985598","NOVEL","TALONT000985598","985598",NA,"3","2196455","2196455","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","chr3",10195077,10195103,27,"+","TALON","exon",NA,NA,"ENSG00000134086.7_2","VHL","KNOWN","protein_coding","10214",NA,NA,NA,NA,NA,NA,"TALONT000985598","NOVEL","TALONT000985598","985598",NA,"5","2200910","2200910","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","chr3",10195043,10195343,301,"+","TALON","exon",NA,NA,"ENSG00000134086.7_2","VHL","KNOWN","protein_coding","10214",NA,NA,NA,NA,NA,NA,"TALONT002345089","NOVEL","TALONT002345089","2345089",NA,"2","4733233","4733233","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","chr3",10875041,10875484,444,"+","TALON","exon",NA,NA,"ENSG00000132164.10_3","SLC6A11","KNOWN","protein_coding","10233",NA,NA,NA,NA,NA,NA,"TALONT000433437","NOVEL","TALONT000433437","433437",NA,"5","1334993","1334993","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","chr3",10965604,10966014,411,"+","TALON","exon",NA,NA,"ENSG00000132164.10_3","SLC6A11","KNOWN","protein_coding","10233",NA,NA,NA,NA,NA,NA,"TALONT000433457","NOVEL","TALONT000433457","433457",NA,"9","1335049","1335049","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","chr3",11567538,11568400,863,"+","TALON","exon",NA,NA,"ENSG00000197548.12_3","ATG7","KNOWN","protein_coding","10241",NA,NA,NA,NA,NA,NA,"TALONT000433682","NOVEL","TALONT000433682","433682",NA,"19","1335363","1335363","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","chr3",11402784,11402901,118,"+","TALON","exon",NA,NA,"ENSG00000197548.12_3","ATG7","KNOWN","protein_coding","10241",NA,NA,NA,NA,NA,NA,"TALONT000433718","NOVEL","TALONT000433718","433718",NA,"15","1335416","1335416","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","chr3",12188444,12188467,24,"+","TALON","exon",NA,NA,"ENSG00000157152.17_8","SYN2","KNOWN","protein_coding","10255",NA,NA,NA,NA,NA,NA,"TALONT000994727","NOVEL","TALONT000994727","994727",NA,"1","2218621","2218621","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","chr3",12667826,12667918,93,"-","TALON","exon",NA,NA,"ENSG00000132155.12_5","RAF1","KNOWN","protein_coding","10269",NA,NA,NA,NA,NA,NA,"TALONT000435321","NOVEL","TALONT000435321","435321",NA,"2","1337732","1337732","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","chr3",12664402,12664494,93,"-","TALON","exon",NA,NA,"ENSG00000132155.12_5","RAF1","KNOWN","protein_coding","10269",NA,NA,NA,NA,NA,NA,"TALONT000998461","NOVEL","TALONT000998461","998461",NA,"2","2225552","2225552","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","chr3",12704868,12705312,445,"-","TALON","exon",NA,NA,"ENSG00000132155.12_5","RAF1","KNOWN","protein_coding","10269",NA,NA,NA,NA,NA,NA,"TALONT000998764","NOVEL","TALONT000998764","998764",NA,"1","1337968","1337968","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","chr3",12701977,12702024,48,"-","TALON","exon",NA,NA,"ENSG00000132155.12_5","RAF1","KNOWN","protein_coding","10269",NA,NA,NA,NA,NA,NA,"TALONT000435536","NOVEL","TALONT000435536","435536",NA,"2","1338433","1338433","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","chr3",12701977,12702038,62,"-","TALON","exon",NA,NA,"ENSG00000132155.12_5","RAF1","KNOWN","protein_coding","10269",NA,NA,NA,NA,NA,NA,"TALONT000435541","NOVEL","TALONT000435541","435541",NA,"2","1338450","1338450","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","chr3",13937035,13937121,87,"+","TALON","exon",NA,NA,"ENSG00000233121.1_2","VN1R20P","KNOWN","unitary_pseudogene","10292",NA,NA,NA,NA,NA,NA,"TALONT000435998","NOVEL","TALONT000435998","435998",NA,"1","1339139","1339139","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","chr3",13939800,13939853,54,"+","TALON","exon",NA,NA,"ENSG00000233121.1_2","VN1R20P","KNOWN","unitary_pseudogene","10292",NA,NA,NA,NA,NA,NA,"TALONT000435998","NOVEL","TALONT000435998","435998",NA,"2","1339134","1339134","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","chr3",13937121,13937376,256,"+","TALON","exon",NA,NA,"ENSG00000233121.1_2","VN1R20P","KNOWN","unitary_pseudogene","10292",NA,NA,NA,NA,NA,NA,"TALONT000436004","NOVEL","TALONT000436004","436004",NA,"1","1339151","1339151","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","chr3",14195379,14195533,155,"-","TALON","exon",NA,NA,"ENSG00000154767.14_4","XPC","KNOWN","protein_coding","10301",NA,NA,NA,NA,NA,NA,"TALONT000436549","NOVEL","TALONT000436549","436549",NA,"11","1340075","1340075","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","chr3",14266947,14271642,4696,"+","TALON","exon",NA,NA,"ENSG00000170860.4_3","LSM3","KNOWN","protein_coding","10302",NA,NA,NA,NA,NA,NA,"TALONT000436663","NOVEL","TALONT000436663","436663",NA,"4","1340249","1340249","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","chr3",14644435,14644521,87,"-","TALON","exon",NA,NA,"ENSG00000144596.13_5","GRIP2","KNOWN","protein_coding","10307",NA,NA,NA,NA,NA,NA,"TALONT001011507","NOVEL","TALONT001011507","1011507",NA,"1","1340501","1340501","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","chr3",15451615,15452274,660,"-","TALON","exon",NA,NA,"ENSG00000206562.11_5","METTL6","KNOWN","protein_coding","10333",NA,NA,NA,NA,NA,NA,"TALONT001022994","NOVEL","TALONT001022994","1022994",NA,"7","2269488","2269488","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","chr3",16946413,16946430,18,"+","TALON","exon",NA,NA,"ENSG00000154822.18_5","PLCL2","KNOWN","protein_coding","10369",NA,NA,NA,NA,NA,NA,"TALONT002374467","NOVEL","TALONT002374467","2374467",NA,"1","4787839","4787839","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","chr3",20020496,20020611,116,"+","TALON","exon",NA,NA,"ENSG00000144566.11_4","RAB5A","KNOWN","protein_coding","10394",NA,NA,NA,NA,NA,NA,"TALONT000441553","NOVEL","TALONT000441553","441553",NA,"7","1347593","1347593","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236","chr3",20020961,20021081,121,"+","TALON","exon",NA,NA,"ENSG00000144566.11_4","RAB5A","KNOWN","protein_coding","10394",NA,NA,NA,NA,NA,NA,"TALONT000441566","NOVEL","TALONT000441566","441566",NA,"6","1347621","1347621","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237","chr3",20020492,20020611,120,"+","TALON","exon",NA,NA,"ENSG00000144566.11_4","RAB5A","KNOWN","protein_coding","10394",NA,NA,NA,NA,NA,NA,"TALONT000441635","NOVEL","TALONT000441635","441635",NA,"6","1347726","1347726","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238","chr3",20015677,20015789,113,"+","TALON","exon",NA,NA,"ENSG00000144566.11_4","RAB5A","KNOWN","protein_coding","10394",NA,NA,NA,NA,NA,NA,"TALONT001032982","NOVEL","TALONT001032982","1032982",NA,"3","2286098","2286098","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","chr3",20020964,20021081,118,"+","TALON","exon",NA,NA,"ENSG00000144566.11_4","RAB5A","KNOWN","protein_coding","10394",NA,NA,NA,NA,NA,NA,"TALONT000442356","NOVEL","TALONT000442356","442356",NA,"6","1348921","1348921","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","chr3",23955527,23955660,134,"-","TALON","exon",NA,NA,"ENSG00000197885.10_3","NKIRAS1","KNOWN","protein_coding","10433",NA,NA,NA,NA,NA,NA,"TALONT001038176","NOVEL","TALONT001038176","1038176",NA,"2","2296729","2296729","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","chr3",26664881,26665017,137,"+","TALON","exon",NA,NA,"ENSG00000179796.12_6","LRRC3B","KNOWN","protein_coding","10466",NA,NA,NA,NA,NA,NA,"TALONT000445190","NOVEL","TALONT000445190","445190",NA,"2","1353445","1353445","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","chr3",27525010,27525118,109,"-","TALON","exon",NA,NA,"ENSG00000033867.16_5","SLC4A7","KNOWN","protein_coding","10473",NA,NA,NA,NA,NA,NA,"TALONT000445537","NOVEL","TALONT000445537","445537",NA,"2","1353870","1353870","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","chr3",27998656,28001045,2390,"-","TALON","exon",NA,NA,"ENSG00000235493.2_6","LINC01967","KNOWN","lncRNA","10487",NA,NA,NA,NA,NA,NA,"TALONT000446268","NOVEL","TALONT000446268","446268",NA,"2","1354922","1354922","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","chr3",28286180,28287673,1494,"+","TALON","exon",NA,NA,"ENSG00000187118.14_5","CMC1","KNOWN","protein_coding","10488",NA,NA,NA,NA,NA,NA,"TALONT000446307","NOVEL","TALONT000446307","446307",NA,"2","1354984","1354984","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","chr3",28286183,28287673,1491,"+","TALON","exon",NA,NA,"ENSG00000187118.14_5","CMC1","KNOWN","protein_coding","10488",NA,NA,NA,NA,NA,NA,"TALONT000446310","NOVEL","TALONT000446310","446310",NA,"2","1354988","1354988","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","chr3",28286185,28287673,1489,"+","TALON","exon",NA,NA,"ENSG00000187118.14_5","CMC1","KNOWN","protein_coding","10488",NA,NA,NA,NA,NA,NA,"TALONT000446333","NOVEL","TALONT000446333","446333",NA,"2","1355030","1355030","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","chr3",28284235,28284665,431,"+","TALON","exon",NA,NA,"ENSG00000187118.14_5","CMC1","KNOWN","protein_coding","10488",NA,NA,NA,NA,NA,NA,"TALONT000446408","NOVEL","TALONT000446408","446408",NA,"1","1355176","1355176","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248","chr3",28286107,28287673,1567,"+","TALON","exon",NA,NA,"ENSG00000187118.14_5","CMC1","KNOWN","protein_coding","10488",NA,NA,NA,NA,NA,NA,"TALONT000446408","NOVEL","TALONT000446408","446408",NA,"2","1355177","1355177","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","chr3",28617987,28618640,654,"+","TALON","exon",NA,NA,"ENSG00000283563.1_5","AC098650.1","KNOWN","protein_coding","10491",NA,NA,NA,NA,NA,NA,"TALONT001800775","NOVEL","TALONT001800775","1800775",NA,"1","3693728","3693728","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250","chr3",31573444,31573480,37,"+","TALON","exon",NA,NA,"ENSG00000163527.10_3","STT3B","KNOWN","protein_coding","10519",NA,NA,NA,NA,NA,NA,"TALONT000446977","NOVEL","TALONT000446977","446977",NA,"1","1356092","1356092","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","chr3",31980439,31980541,103,"-","TALON","exon",NA,NA,"ENSG00000144645.14_5","OSBPL10","KNOWN","protein_coding","10520",NA,NA,NA,NA,NA,NA,"TALONT001801660","NOVEL","TALONT001801660","1801660",NA,"1","3695391","3695391","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","chr3",31976368,31976475,108,"-","TALON","exon",NA,NA,"ENSG00000144645.14_5","OSBPL10","KNOWN","protein_coding","10520",NA,NA,NA,NA,NA,NA,"TALONT001801683","NOVEL","TALONT001801683","1801683",NA,"1","2332283","2332283","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","chr3",32147855,32147917,63,"+","TALON","exon",NA,NA,"ENSG00000152642.10_3","GPD1L","KNOWN","protein_coding","10528",NA,NA,NA,NA,NA,NA,"TALONT001057492","NOVEL","TALONT001057492","1057492",NA,"1","2332416","2332416","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","chr3",32172235,32172342,108,"+","TALON","exon",NA,NA,"ENSG00000152642.10_3","GPD1L","KNOWN","protein_coding","10528",NA,NA,NA,NA,NA,NA,"TALONT000447336","NOVEL","TALONT000447336","447336",NA,"3","1356795","1356795","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","chr3",33002603,33003113,511,"-","TALON","exon",NA,NA,"ENSG00000170266.16_5","GLB1","KNOWN","protein_coding","10551",NA,NA,NA,NA,NA,NA,"TALONT001063697","NOVEL","TALONT001063697","1063697",NA,"16","1359074","1359074","NOVEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
