ensg	set
ENSG00000127995	background
ENSG00000128039	background
ENSG00000128045	background
ENSG00000128050	background
ENSG00000128052	background
ENSG00000128059	background
ENSG00000128159	background
ENSG00000128185	background
ENSG00000128191	background
ENSG00000128228	background
ENSG00000128254	background
ENSG00000128266	background
ENSG00000128271	background
ENSG00000128272	background
ENSG00000128294	background
ENSG00000128309	background
ENSG00000128463	background
ENSG00000128482	background
ENSG00000128487	background
ENSG00000128512	background
ENSG00000128513	background
ENSG00000128534	background
ENSG00000128563	background
ENSG00000128567	background
ENSG00000128573	background
ENSG00000128581	background
ENSG00000128585	background
ENSG00000128590	background
ENSG00000128594	background
ENSG00000128595	background
ENSG00000128596	background
ENSG00000128606	background
ENSG00000128609	background
ENSG00000128626	background
ENSG00000128641	background
ENSG00000128654	background
ENSG00000128656	background
ENSG00000128683	background
ENSG00000128694	background
ENSG00000128699	background
ENSG00000128708	background
ENSG00000128731	background
ENSG00000128739	background
ENSG00000128789	background
ENSG00000128791	background
ENSG00000128829	background
ENSG00000128849	background
ENSG00000128872	background
ENSG00000128881	background
ENSG00000128891	background
ENSG00000128908	background
ENSG00000128915	background
ENSG00000128917	background
ENSG00000128923	background
ENSG00000128928	background
ENSG00000128944	background
ENSG00000128951	background
ENSG00000128973	background
ENSG00000128989	background
ENSG00000129003	background
ENSG00000129007	background
ENSG00000129028	background
ENSG00000129055	background
ENSG00000129071	background
ENSG00000129083	background
ENSG00000129084	background
ENSG00000129103	background
ENSG00000129116	background
ENSG00000129128	background
ENSG00000129158	background
ENSG00000129187	background
ENSG00000129194	background
ENSG00000129195	background
ENSG00000129197	background
ENSG00000129219	background
ENSG00000129226	background
ENSG00000129235	background
ENSG00000129244	background
ENSG00000129245	background
ENSG00000129255	background
ENSG00000129292	background
ENSG00000129295	background
ENSG00000129315	background
ENSG00000129317	background
ENSG00000129347	background
ENSG00000129351	background
ENSG00000129353	background
ENSG00000129355	background
ENSG00000129422	background
ENSG00000129460	background
ENSG00000129472	background
ENSG00000129473	background
ENSG00000129480	background
ENSG00000129484	background
ENSG00000129493	background
ENSG00000129515	background
ENSG00000129518	background
ENSG00000129521	background
ENSG00000129534	background
ENSG00000129535	background
ENSG00000129559	background
ENSG00000129595	background
ENSG00000129596	background
ENSG00000129625	background
ENSG00000129636	background
ENSG00000129646	background
ENSG00000129657	background
ENSG00000129675	background
ENSG00000129682	background
ENSG00000129691	background
ENSG00000129696	background
ENSG00000129824	background
ENSG00000129932	background
ENSG00000129933	background
ENSG00000129946	background
ENSG00000129990	background
ENSG00000129993	background
ENSG00000130005	background
ENSG00000130021	background
ENSG00000130023	background
ENSG00000130024	background
ENSG00000130032	background
ENSG00000130035	background
ENSG00000130055	background
ENSG00000130066	background
ENSG00000130119	background
ENSG00000130147	background
ENSG00000130150	background
ENSG00000130159	background
ENSG00000130164	background
ENSG00000130165	background
ENSG00000130175	background
ENSG00000130177	background
ENSG00000130193	background
ENSG00000130202	background
ENSG00000130203	background
ENSG00000130204	background
ENSG00000130222	background
ENSG00000130224	background
ENSG00000130226	background
ENSG00000130227	background
ENSG00000130244	background
ENSG00000130254	background
ENSG00000130255	background
ENSG00000130287	background
ENSG00000130294	background
ENSG00000130299	background
ENSG00000130304	background
ENSG00000130305	background
ENSG00000130309	background
ENSG00000130311	background
ENSG00000130312	background
ENSG00000130313	background
ENSG00000130332	background
ENSG00000130338	background
ENSG00000130340	background
ENSG00000130347	background
ENSG00000130348	background
ENSG00000130349	background
ENSG00000130382	background
ENSG00000130396	background
ENSG00000130402	background
ENSG00000130414	background
ENSG00000130429	background
ENSG00000130449	background
ENSG00000130475	background
ENSG00000130479	background
ENSG00000130508	background
ENSG00000130511	background
ENSG00000130517	background
ENSG00000130520	background
ENSG00000130529	background
ENSG00000130540	background
ENSG00000130544	background
ENSG00000130558	background
ENSG00000130559	background
ENSG00000130560	background
ENSG00000130590	background
ENSG00000130638	background
ENSG00000130640	background
ENSG00000130669	background
ENSG00000130684	background
ENSG00000130695	background
ENSG00000130699	background
ENSG00000130702	background
ENSG00000130703	background
ENSG00000130706	background
ENSG00000130713	background
ENSG00000130714	background
ENSG00000130717	background
ENSG00000130723	background
ENSG00000130724	background
ENSG00000130726	background
ENSG00000130731	background
ENSG00000130733	background
ENSG00000130734	background
ENSG00000130741	background
ENSG00000130748	background
ENSG00000130749	background
ENSG00000130751	background
ENSG00000130764	background
ENSG00000130770	background
ENSG00000130772	background
ENSG00000130779	background
ENSG00000130787	background
ENSG00000130803	background
ENSG00000130810	background
ENSG00000130811	background
ENSG00000130813	background
ENSG00000130816	background
ENSG00000130818	background
ENSG00000130821	background
ENSG00000130822	background
ENSG00000130826	background
ENSG00000130827	background
ENSG00000130830	background
ENSG00000130844	background
ENSG00000130856	background
ENSG00000130881	background
ENSG00000130921	background
ENSG00000130935	background
ENSG00000130939	background
ENSG00000130956	background
ENSG00000130962	background
ENSG00000130985	background
ENSG00000130988	background
ENSG00000131002	background
ENSG00000131013	background
ENSG00000131015	background
ENSG00000131016	background
ENSG00000131018	background
ENSG00000131023	background
ENSG00000131037	background
ENSG00000131043	background
ENSG00000131051	background
ENSG00000131061	background
ENSG00000131067	background
ENSG00000131069	background
ENSG00000131080	background
ENSG00000131089	background
ENSG00000131095	background
ENSG00000131100	background
ENSG00000131115	background
ENSG00000131116	background
ENSG00000131127	background
ENSG00000131143	background
ENSG00000131148	background
ENSG00000131149	background
ENSG00000131153	background
ENSG00000131165	background
ENSG00000131171	background
ENSG00000131174	background
ENSG00000131188	background
ENSG00000131236	background
ENSG00000131238	background
ENSG00000131242	background
ENSG00000131263	background
ENSG00000131269	background
ENSG00000131351	background
ENSG00000131368	background
ENSG00000131370	background
ENSG00000131373	background
ENSG00000131374	background
ENSG00000131375	background
ENSG00000131378	background
ENSG00000131381	background
ENSG00000131408	background
ENSG00000131409	background
ENSG00000131435	background
ENSG00000131437	background
ENSG00000131446	background
ENSG00000131459	background
ENSG00000131462	background
ENSG00000131467	background
ENSG00000131469	background
ENSG00000131470	background
ENSG00000131473	background
ENSG00000131475	background
ENSG00000131477	background
ENSG00000131495	background
ENSG00000131503	background
ENSG00000131504	background
ENSG00000131507	background
ENSG00000131508	background
ENSG00000131558	background
ENSG00000131584	background
ENSG00000131591	background
ENSG00000131626	background
ENSG00000131634	background
ENSG00000131652	background
ENSG00000131653	background
ENSG00000131669	background
ENSG00000131697	background
ENSG00000131711	background
ENSG00000131725	background
ENSG00000131732	background
ENSG00000131747	background
ENSG00000131748	background
ENSG00000131759	background
ENSG00000131771	background
ENSG00000131778	background
ENSG00000131779	background
ENSG00000131788	background
ENSG00000131791	background
ENSG00000131797	background
ENSG00000131828	background
ENSG00000131831	background
ENSG00000131844	background
ENSG00000131845	background
ENSG00000131848	background
ENSG00000131849	background
ENSG00000131871	background
ENSG00000131873	background
ENSG00000131876	background
ENSG00000131899	background
ENSG00000131931	background
ENSG00000131943	background
ENSG00000131944	background
ENSG00000131966	background
ENSG00000132002	background
ENSG00000132004	background
ENSG00000132005	background
ENSG00000132010	background
ENSG00000132016	background
ENSG00000132017	background
ENSG00000132024	background
ENSG00000132109	background
ENSG00000132128	background
ENSG00000132153	background
ENSG00000132155	background
ENSG00000132164	background
ENSG00000132182	background
ENSG00000132196	background
ENSG00000132207	background
ENSG00000132254	background
ENSG00000132274	background
ENSG00000132275	background
ENSG00000132286	background
ENSG00000132294	background
ENSG00000132300	background
ENSG00000132305	background
ENSG00000132313	background
ENSG00000132323	background
ENSG00000132330	background
ENSG00000132341	background
ENSG00000132356	background
ENSG00000132361	background
ENSG00000132376	background
ENSG00000132382	background
ENSG00000132383	background
ENSG00000132388	background
ENSG00000132394	background
ENSG00000132405	background
ENSG00000132406	background
ENSG00000132423	background
ENSG00000132424	background
ENSG00000132432	background
ENSG00000132434	background
ENSG00000132436	background
ENSG00000132463	background
ENSG00000132466	background
ENSG00000132471	background
ENSG00000132475	background
ENSG00000132478	background
ENSG00000132481	background
ENSG00000132485	background
ENSG00000132507	background
ENSG00000132510	background
ENSG00000132522	background
ENSG00000132535	background
ENSG00000132541	background
ENSG00000132549	background
ENSG00000132561	background
ENSG00000132563	background
ENSG00000132581	background
ENSG00000132589	background
ENSG00000132591	background
ENSG00000132600	background
ENSG00000132603	background
ENSG00000132604	background
ENSG00000132612	background
ENSG00000132613	background
ENSG00000132622	background
ENSG00000132623	background
ENSG00000132635	background
ENSG00000132639	background
ENSG00000132640	background
ENSG00000132646	background
ENSG00000132664	background
ENSG00000132669	background
ENSG00000132670	background
ENSG00000132676	background
ENSG00000132680	background
ENSG00000132688	background
ENSG00000132692	background
